0.0,0.64,,,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,,0.0,1.29,1.93,,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,3.756,61.0,278.0
0.21,0.28,0.5,,0.14,0.28,0.21,,0.0,0.94,,,0.65,0.21,,0.14,0.07,0.28,,0.0,1.59,,,0.43,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.07,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.132,0.0,,0.18,,5.114,101.0,1028.0
0.06,0.0,0.71,0.0,1.23,0.19,0.19,0.12,0.64,0.25,0.38,,0.12,0.0,1.75,0.06,0.06,1.03,1.36,,0.51,0.0,,0.06,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.06,,0.0,0.12,0.0,,0.06,0.0,0.0,0.01,0.143,0.0,0.276,0.184,0.01,9.821,485.0,2259.0
0.0,0.0,,0.0,,,0.31,0.63,0.31,0.63,0.31,0.31,,0.0,0.0,0.31,0.0,,3.18,,0.31,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.137,0.0,,,0.0,,40.0,191.0
0.0,0.0,,,0.63,0.0,0.31,,0.31,0.63,0.31,0.31,0.31,0.0,,0.31,0.0,0.0,3.18,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.135,0.0,0.135,0.0,,3.537,40.0,191.0
,0.0,0.0,0.0,1.85,0.0,,1.85,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,3.0,15.0,54.0
0.0,0.0,,0.0,1.92,0.0,,0.0,0.0,0.64,0.96,1.28,0.0,0.0,0.0,0.96,0.0,0.32,3.85,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.054,0.0,0.164,0.054,,1.671,4.0,112.0
0.0,0.0,0.0,0.0,1.88,0.0,0.0,1.88,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.206,0.0,0.0,0.0,,2.45,,49.0
0.15,0.0,0.46,0.0,0.61,0.0,0.3,0.0,0.92,0.76,0.76,0.92,0.0,0.0,,,,0.15,1.23,3.53,2.0,0.0,0.0,0.15,,0.0,,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.271,0.0,0.181,0.203,,9.744,445.0,1257.0
0.06,0.12,,0.0,0.19,0.32,0.38,0.0,,0.0,,,0.25,0.0,0.12,0.0,,,1.67,,,,0.19,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.06,,0.0,0.0,0.0,0.04,0.03,0.0,0.244,0.081,0.0,1.729,43.0,749.0
